anchor,target,context,score
hydrocarbyl substituted succinic,butyl dioic acid,C07,0.5
hydrocarbyl substituted succinic,ethyl substituted succinic acid,C07,0.5
hydrocarbyl substituted succinic,propyl butanedioic acid,C07,0.5
hydrocarbyl substituted succinic,substituted succinic acid derivatives,C07,0.5
hydrocarbyl substituted succinic,substituted succinic anhydride,C07,0.5
hydrocarbyl substituted succinic,acylating acid,C10,0.5
hydrocarbyl substituted succinic,acylating acid include,C10,0.5
hydrocarbyl substituted succinic,acylating acids,C10,0.5
hydrocarbyl substituted succinic,acylating acids include,C10,0.5
hydrocarbyl substituted succinic,alkenyl group substituted succinic,C10,0.5
hydrocarbyl substituted succinic,alkenyl group succinic,C10,0.5
hydrocarbyl substituted succinic,alkenyl substituted dicarboxylic,C10,0.5
hydrocarbyl substituted succinic,alkenyl substituted succinic,C10,0.5
hydrocarbyl substituted succinic,alkenyl succinic,C10,0.5
hydrocarbyl substituted succinic,alkyl substituted succinic,C10,0.5
hydrocarbyl substituted succinic,butyl dioic acid,C10,0.5
hydrocarbyl substituted succinic,dicarboxylic,C10,0.5
hydrocarbyl substituted succinic,ethyl substituted succinic acid,C10,0.5
hydrocarbyl substituted succinic,hydro substituted dicarboxylic,C10,0.5
hydrocarbyl substituted succinic,hydro substituted succinic,C10,0.5
hydrocarbyl substituted succinic,propyl butanedioic acid,C10,0.5
hydrocarbyl substituted succinic,substituted 14 butanedioic acid,C10,0.5
hydrocarbyl substituted succinic,substituted butanedioic acid,C10,0.5
hydrocarbyl substituted succinic,substituted dicarboxylic,C10,0.5
hydrocarbyl substituted succinic,substituted dicarboxylic acid,C10,0.5
hydrocarbyl substituted succinic,substituted succinate,C10,0.5
hydrocarbyl substituted succinic,substituted succinic,C10,0.5
hydrocarbyl substituted succinic,substituted succinic acid,C10,0.5
hydrocarbyl substituted succinic,substituted succinic acids,C10,0.5
idle mixture,air fuel mixture,F02,0.5
idle mixture,engine idling conditions,F02,0.5
idle mixture,fuel,F02,0.5
idle mixture,fuel gas,F02,0.5
idle mixture,fuel mixture,F02,0.5
idle mixture,idle,F02,0.5
idle mixture,idle mixture adjusting device,F02,0.5
idle mixture,idle mixture screw,F02,0.5
idle mixture,idle speed,F02,0.5
idle mixture,mixture,F02,0.5
idle mixture,mixture gas,F02,0.5
idle mixture,mixture gas mixture,F02,0.5
illumination condition,daytime illumination condition,B60,0.5
illumination condition,fluorescent lamp illumination,B60,0.5
illumination condition,illumination shape,B60,0.5
illumination condition,illumination system,B60,0.5
illumination condition,light source adjustment,B60,0.5
illumination condition,lighting conditions,B60,0.5
illumination condition,standard illumination condition,B60,0.5
illumination condition,amount illumination,G03,0.5
illumination condition,amount illumination irradiation,G03,0.5
illumination condition,amount of illumination,G03,0.5
illumination condition,amount of irradiation,G03,0.5
illumination condition,angle illumination,G03,0.5
illumination condition,angle illumination irradiation,G03,0.5
illumination condition,angle of illumination,G03,0.5
illumination condition,angle of irradiation,G03,0.5
illumination condition,condition,G03,0.5
illumination condition,conventional tungsten lamp,G03,0.5
illumination condition,exposure amount,G03,0.5
illumination condition,exposure condition,G03,0.5
illumination condition,focus amount,G03,0.5
illumination condition,illuminance,G03,0.5
illumination condition,illumination,G03,0.5
illumination condition,illumination area,G03,0.5
illumination condition,illumination shape,G03,0.5
illumination condition,irradiation area,G03,0.5
illumination condition,light illumination condition,G03,0.5
illumination condition,light rays,G03,0.5
illumination condition,light source adjustment,G03,0.5
illumination condition,lighting condition,G03,0.5
illumination condition,natural illumination condition,G03,0.5
illumination condition,transmittance,G03,0.5
illumination condition,white light illuminator,G03,0.5
image signal generation,converting image signal,H04,0.5
image signal generation,digital image processing,H04,0.5
image signal generation,image generating,H04,0.5
image signal generation,image generation,H04,0.5
image signal generation,image signal generation system,H04,0.5
image signal generation,image signal reproducing apparatus,H04,0.5
image signal generation,video signal generator,H04,0.5
imaging axis,axial,A61,0.5
imaging axis,axis,A61,0.5
imaging axis,electronic imager,A61,0.5
imaging axis,image capture device,A61,0.5
imaging axis,imager lens axis,A61,0.5
imaging axis,imager optical axis,A61,0.5
imaging axis,imaginary line,A61,0.5
imaging axis,imaginary ray axis,A61,0.5
imaging axis,imaginary ray line,A61,0.5
imaging axis,imaginary straight axis,A61,0.5
imaging axis,imaginary straight line,A61,0.5
imaging axis,imaging center,A61,0.5
imaging axis,imaging center axis,A61,0.5
imaging axis,imaging centerline,A61,0.5
imaging axis,imaging direction,A61,0.5
imaging axis,imaging path,A61,0.5
imaging axis,imaging plane,A61,0.5
imaging axis,optical axis,A61,0.5
imaging axis,optical lens axis,A61,0.5
imaging axis,optical lens path,A61,0.5
imaging axis,orthogonal axis,A61,0.5
imaging axis,straight axis,A61,0.5
imaging axis,axis,G01,0.5
imaging axis,optical axis,G01,0.5
imaging axis,optical axis plane,G01,0.5
imaging axis,optical path,G01,0.5
imaging axis,optical plane,G01,0.5
imaging axis,axis,G02,0.5
imaging axis,axis direction,G02,0.5
imaging axis,axis lens path,G02,0.5
imaging axis,axis optical path,G02,0.5
imaging axis,camera axis,G02,0.5
imaging axis,central axis,G02,0.5
imaging axis,fan beam axis,G02,0.5
imaging axis,multi axis imaging,G02,0.5
imaging axis,observation axis,G02,0.5
imaging axis,observation direction,G02,0.5
imaging axis,optic axis,G02,0.5
imaging axis,optic path,G02,0.5
imaging axis,optical axis,G02,0.5
imaging axis,optical axis direction,G02,0.5
imaging axis,optical direction,G02,0.5
imaging axis,optical lens axis,G02,0.5
imaging axis,optical lens path,G02,0.5
imaging axis,optical path,G02,0.5
imaging axis,photographic apparatus,G02,0.5
imaging axis,transverse planar image,G02,0.5
imaging axis,viewing axis,G02,0.5
imidazo,1h imidazo,A01,0.5
imidazo,aromatic heterocycle,A01,0.5
imidazo,c3n2h4,A01,0.5
imidazo,diazole,A01,0.5
imidazo,gaba receptor agonists,A01,0.5
imidazo,heterocyclic compound drugs,A01,0.5
imidazo,imidazole,A01,0.5
imidazo,methyl 3h imidazo,A01,0.5
imidazo,novel imidazo,A01,0.5
imidazo,organic compound,A01,0.5
imidazo,1h imidazo,A61,0.5
imidazo,aromatic heterocycle,A61,0.5
imidazo,c3n2h4,A61,0.5
imidazo,diazole,A61,0.5
imidazo,drug,A61,0.5
imidazo,fused bicyclic 56 heterocycles,A61,0.5
imidazo,imidazo12 apyridines,A61,0.5
imidazo,methyl 3h imidazo,A61,0.5
imidazo,organic compound,A61,0.5
imidazo,tetrahydro 1h imidazo,C09,0.5
imidazo,4h imidazo,C12,0.5
imidazo,4h imidazo,G03,0.5
imidazo,benzo,G03,0.5
imidazo,tetrahydro 1h imidazo,G03,0.5
implant pellets,acetabular implant,A61,0.5
implant pellets,adjustable implant,A61,0.5
implant pellets,couple to implant,A61,0.5
implant pellets,implant,A61,0.5
implant pellets,implanted hormone pellets,A61,0.5
implant pellets,intradermal implant pellets,A61,0.5
implant pellets,pellet implantation,A61,0.5
implant pellets,pellets,A61,0.5
implant pellets,subcutaneous implant,A61,0.5
implant pellets,subcutaneous implant pellets,A61,0.5
implant pellets,subcutaneous pellet,A61,0.5
implement with plurality,device with plurality,A01,0.5
implement with plurality,implementation of multiple,A01,0.5
implement with plurality,implying plurality,A01,0.5
implement with plurality,instrument with plurality,A01,0.5
implement with plurality,plurality ways of implementation,A01,0.5
implement with plurality,tool with plurality,A01,0.5
implement with plurality,utensil with plurality,A01,0.5
include contact switch,include actuated switch,E04,0.5
include contact switch,include contact area,E04,0.5
include contact switch,include contact information,E04,0.5
include contact switch,include electrical contact,E04,0.5
include contact switch,include switch device,E04,0.5
include contact switch,magnetic switch,E04,0.5
include contact switch,micro switch,E04,0.5
include contact switch,on off device,E04,0.5
include contact switch,safety switch,E04,0.5
include displacement,change in position,B23,0.5
include displacement,include displacement sensor,B23,0.5
include retaining elements,adding retaining features,A45,0.5
include retaining elements,include affixing elements,A45,0.5
include retaining elements,include elements,A45,0.5
include retaining elements,include fixing elements,A45,0.5
include retaining elements,include multiple elements,A45,0.5
include retaining elements,include multiple retaining,A45,0.5
include retaining elements,include multiple retaining elements,A45,0.5
include retaining elements,include preserving elements,A45,0.5
include retaining elements,include retaining features,A45,0.5
include retaining elements,include several elements,A45,0.5
include retaining elements,include several features,A45,0.5
include retaining elements,include two elements,A45,0.5
include retaining elements,include two retaining,A45,0.5
include retaining elements,include two retaining elements,A45,0.5
include retaining elements,multiple elements,A45,0.5
include retaining elements,multiple retaining,A45,0.5
include retaining elements,multiple retaining elements,A45,0.5
include retaining elements,retaining,A45,0.5
include retaining elements,retaining elements,A45,0.5
include retaining elements,retaining features,A45,0.5
include retaining elements,retention elements,A45,0.5
include retaining elements,several elements,A45,0.5
increase hardness,increase durability,C08,0.5
increase hardness,increase rigidity,C08,0.5
increase hardness,increase stiffness,C08,0.5
increase hardness,increase surface hardness,C08,0.5
increase hardness,enhance deformation,G03,0.5
increase hardness,enhance mechanical properties,G03,0.5
increase hardness,hardness adjustment tool,G03,0.5
increase hardness,hardness improving process,G03,0.5
increase hardness,increase surface hardness,G03,0.5
increase hardness,increase tensile strength,G03,0.5
increase hardness,incremented hardness,G03,0.5
increase hardness,prevent deformation,G03,0.5
increase hardness,prevent flexibility,G03,0.5
increase hardness,reinforce,G03,0.5
increase hardness,reinforce a strength,G03,0.5
increase hardness,reinforce the rigidity,G03,0.5
increase hardness,reinforce the strength,G03,0.5
increase hardness,reinforcement,G03,0.5
increase hardness,stiffness enhancement,G03,0.5
index with location,location index,G06,0.5
index with location,measurement of location,G06,0.5
indoor room,air conditioning room,F24,0.5
indoor room,air conditioning space,F24,0.5
indoor room,air manner,F24,0.5
indoor room,air room,F24,0.5
indoor room,allowing indoor room,F24,0.5
indoor room,allowing room,F24,0.5
indoor room,area,F24,0.5
indoor room,indoor air conditioning,F24,0.5
indoor room,indoor studio,F24,0.5
indoor room,open room,F24,0.5
indoor room,play room,F24,0.5
indoor room,room,F24,0.5
indoor room,ventilated room,F24,0.5
indoor room,ventilating indoor air,F24,0.5
indoor room,ventilation,F24,0.5
inflow channels,flow channel,D21,0.5
inflow channels,flow conduit,D21,0.5
inflow channels,flow duct,D21,0.5
inflow channels,fluid channels,D21,0.5
inflow channels,inflow of air,D21,0.5
inflow channels,inlet,D21,0.5
inflow channels,liquid openings,D21,0.5
ingress buffer,buffer,G06,0.5
ingress buffer,buffer configuration,G06,0.5
ingress buffer,ingress,G06,0.5
ingress buffer,ingress memory,G06,0.5
ingress buffer,packet buffer memory,G06,0.5
ingress buffer,buffer,H04,0.5
ingress buffer,buffer configuration,H04,0.5
ingress buffer,incoming packet,H04,0.5
ingress buffer,ingress frame buffer,H04,0.5
ingress buffer,ingress frame memory,H04,0.5
ingress buffer,ingress memory,H04,0.5
ingress buffer,input fifo,H04,0.5
ingress buffer,storage buffer,H04,0.5
ingress buffer,traffic management,H04,0.5
inner closed,closed,B24,0.5
inner closed,inner closed end,B24,0.5
inner closed,closed inner end,E04,0.5
inner closed,cylindrical inner member,E04,0.5
inner closed,fixing plate,E04,0.5
inner closed,groove mechanism,E04,0.5
inner closed,inner closure cap,E04,0.5
inner closed,inner coupling member,E04,0.5
inner closed,internal closed body,E04,0.5
inner closed,closed,F16,0.5
inner closed,cover body base,F16,0.5
inner closed,inner closed loop servo hydraulic motor,F16,0.5
inner closed,inner closed space,F16,0.5
inner closed,inner substantially closed,F16,0.5
inner closed,inner substantially inner,F16,0.5
inner closed,interior lock,F16,0.5
inner closed,inward lock,F16,0.5
inner closed,inwardly inner axial,F16,0.5
inner closed,inwardly substantially closed,F16,0.5
inner closed,inwardly substantially inner,F16,0.5
inner contact,contact inner race,B23,0.5
inner contact,inner meshing,B23,0.5
inner contact,inner side,B23,0.5
inner contact,inner toothed,B23,0.5
inner contact,contact inner surface,B60,0.5
inner contact,contact,B67,0.5
inner contact,contact inner surface,B67,0.5
inner contact,inner contact member,B67,0.5
inner contact,inner contact surface,B67,0.5
inner contact,inner outer contact,B67,0.5
inner contact,inner system,B67,0.5
inner contact,opposite inner contact,B67,0.5
inner contact,an inner contact surface,D21,0.5
inner contact,contact inner periphery,D21,0.5
inner contact,contacting element,D21,0.5
inner contact,inner electrical contact,D21,0.5
inner contact,inner support,D21,0.5
inner contact,internal suport,D21,0.5
inner contact,contact inner race,F16,0.5
inner contact,central connection,H01,0.5
inner contact,central contact,H01,0.5
inner contact,contact,H01,0.5
inner contact,contact inner periphery,H01,0.5
inner contact,corresponding inner contact,H01,0.5
inner contact,respective inner connection,H01,0.5
inner contact,respective inner contact,H01,0.5
inner fluid conduit,fluid transfer opening,F15,0.5
inner fluid conduit,communicative passageway,G01,0.5
inner fluid conduit,elongated conduit,G01,0.5
inner fluid conduit,elongated conduit coaxially,G01,0.5
inner fluid conduit,elongated fluid conduit,G01,0.5
inner fluid conduit,fluid communication,G01,0.5
inner fluid conduit,fluid contacting chamber,G01,0.5
inner fluid conduit,fluid entry point,G01,0.5
inner fluid conduit,inner conduit,G01,0.5
inner fluid conduit,inner conduit coaxially,G01,0.5
inner fluid conduit,inner conduit sufficient,G01,0.5
inner fluid conduit,inner cylindrical passage,G01,0.5
inner fluid conduit,inner fluid,G01,0.5
inner fluid conduit,inner fluid sufficient,G01,0.5
inner fluid conduit,inner leak detection passageway,G01,0.5
inner fluid conduit,inner tube,G01,0.5
inner fluid conduit,internal conduit,G01,0.5
inner fluid conduit,internal tube,G01,0.5
inner fluid conduit,weak magnetic response,G01,0.5
inner peripheral,inner area,A63,0.5
inner peripheral,inner border,A63,0.5
inner peripheral,inner edge,A63,0.5
inner peripheral,inner peripheral surface,A63,0.5
inner peripheral,inner side,A63,0.5
inner peripheral,inner surface area,A63,0.5
inner peripheral,internal side,A63,0.5
inner peripheral,inwardly extending,A63,0.5
inner peripheral,inwardly projecting,A63,0.5
inner peripheral,peripheral area,A63,0.5
inner peripheral,radially peripheral,D01,0.5
inner peripheral,inner circumference,F27,0.5
inner peripheral,inner circumferential portion,F27,0.5
inner peripheral,inner lining,F27,0.5
inner peripheral,center,G11,0.5
inner peripheral,peripheral,G11,0.5
inorganic hybrid,inorganic,A61,0.5
inorganic hybrid,polymer,A61,0.5
inorganic hybrid,polymeric,A61,0.5
inorganic hybrid,hybrid materials,B01,0.5
inorganic hybrid,hybrid perovskite,B01,0.5
inorganic hybrid,inorganic components,B01,0.5
inorganic hybrid,inorganic materials,B01,0.5
inorganic hybrid,materials inorganic,B01,0.5
inorganic hybrid,organic and inorganic molecular interaction,B01,0.5
inorganic hybrid,organic inorganic hybrid,B01,0.5
inorganic hybrid,organic inorganic material,B01,0.5
inorganic hybrid,inorganic,B32,0.5
inorganic hybrid,layer inorganic,B32,0.5
inorganic hybrid,material inorganic,B32,0.5
inorganic hybrid,embedded metal electrode,H01,0.5
inorganic hybrid,inorganic,H01,0.5
inorganic hybrid,inorganic hybrid electrode,H01,0.5
inorganic hybrid,inorganic particles,H01,0.5
inorganic hybrid,inorganic solid electrolyte,H01,0.5
inorganic hybrid,organic inorganic hybrid electroluminescence device,H01,0.5
inorganic hybrid,solid state electrolyte,H01,0.5
insert into trachea,position into trachea,A61,0.5
insert into trachea,trachea,A61,0.5
insert into trachea,upper trachea,A61,0.5
insert nucleic acid,dna insert,C12,0.5
insert nucleic acid,insert genetic material,C12,0.5
insert nucleic acid,insert polynucleotide,C12,0.5
insert nucleic acid,vector insert nucleic acid,C12,0.5
insertion losses,coupling losses,G01,0.5
insertion losses,loss,G01,0.5
insertion losses,loss of signal power,G01,0.5
insertion losses,losses,G01,0.5
insertion losses,ohmic loss,G01,0.5
insertion losses,optical loss,G01,0.5
insertion losses,series losses,G01,0.5
insertion losses,telecommunication transmission losses,G01,0.5
insertion losses,attenuation,H03,0.5
insertion losses,attenuation of frequencies,H03,0.5
insertion losses,attenuation of signals,H03,0.5
insertion losses,filtering characteristics,H03,0.5
insertion losses,filtering performances,H03,0.5
insertion losses,frequency,H03,0.5
insertion losses,frequency performance,H03,0.5
insertion losses,frequency performances,H03,0.5
insertion losses,high insertion loss,H03,0.5
insertion losses,optical insertion loss,H03,0.5
insertion losses,signal losses,H03,0.5
insertion losses,suppression of frequencies,H03,0.5
insertion losses,suppression of signals,H03,0.5
insertion losses,total insertion loss,H03,0.5
insertion losses,transmission losses,H03,0.5
instruction processing,data processing instruction,G06,0.5
instruction processing,execution unit,G06,0.5
instruction processing,improved instruction processing,G06,0.5
instruction processing,improved stream processing,G06,0.5
instruction processing,improved stream processor,G06,0.5
instruction processing,instruction,G06,0.5
instruction processing,instruction execution phase,G06,0.5
instruction processing,instruction in execution,G06,0.5
instruction processing,instruction processing integrated,G06,0.5
instruction processing,instruction programmable processing,G06,0.5
instruction processing,instruction sequencing logic,G06,0.5
instruction processing,instruction stream processor,G06,0.5
instruction processing,instruction supply,G06,0.5
instruction processing,instruction within execution,G06,0.5
instruction processing,integrated,G06,0.5
instruction processing,integrated processing,G06,0.5
instruction processing,multi thread,G06,0.5
instruction processing,operation in execution,G06,0.5
instruction processing,operation within execution,G06,0.5
instruction processing,processing,G06,0.5
instruction processing,processing instruction,G06,0.5
instruction processing,programmable integrated,G06,0.5
instruction processing,programmable processing,G06,0.5
instruction processing,synchronous instruction,G06,0.5
instruction processing,data processing instruction,H04,0.5
instruction processing,device information process,H04,0.5
instruction processing,device instruction process,H04,0.5
instruction processing,device instruction step,H04,0.5
instruction processing,initialization step,H04,0.5
instruction processing,instruction control,H04,0.5
instruction processing,instruction information process,H04,0.5
instruction processing,instruction information step,H04,0.5
instruction processing,instruction receiving,H04,0.5
instruction processing,instruction reception processing,H04,0.5
instruction processing,instruction step,H04,0.5
instruction processing,instruction transmission function,H04,0.5
instruction processing,instruction transmission step,H04,0.5
instruction processing,instruction transmitting function,H04,0.5
instruction processing,instruction transmitting step,H04,0.5
instruction processing,processing,H04,0.5
instruction processing,request instruction processing,H04,0.5
instruction processing,request instruction receiving,H04,0.5
instruction processing,voice instruction processing,H04,0.5
insulation sleeve,electrical insulator,C06,0.5
insulation sleeve,insulating insulator,C06,0.5
insulation sleeve,insulator,C06,0.5
insulation sleeve,insulator,D01,0.5
insulation sleeve,insulation,F28,0.5
insulation sleeve,insulator,F28,0.5
insulation sleeve,insulating layer,H01,0.5
insulation sleeve,insulating sheath,H01,0.5
insulation sleeve,insulating tube,H01,0.5
insulation sleeve,outer metal shield,H01,0.5
insulation sleeve,sleeve,H01,0.5
insulation sleeve,tubular insulating layer,H01,0.5
interconnect site,conductive site,H01,0.5
interconnect site,configurable interconnection sites,H01,0.5
interconnect site,contact site,H01,0.5
interconnect site,contact sites,H01,0.5
interconnect site,electrical contact,H01,0.5
interconnect site,electrical interconnection system,H01,0.5
interconnect site,electrical pad,H01,0.5
interconnect site,interconnect,H01,0.5
interconnect site,interconnect accommodating site,H01,0.5
interconnect site,interconnect contact,H01,0.5
interconnect site,interconnect pad formed,H01,0.5
interconnect site,narrow interconnection sites,H01,0.5
interconnected levers,actuating lever,F16,0.5
interconnected levers,interconnecting lever arms,F16,0.5
interconnected levers,interconnection control lever,F16,0.5
interconnected levers,lever,F16,0.5
interconnected levers,lever inputs,F16,0.5
interconnected levers,levers,F16,0.5
interconnected levers,levers inputs,F16,0.5
interlock section,interlock with section,E04,0.5
interlock section,intermesh portion,E04,0.5
interlock section,internal lock section,E04,0.5
intermediate connection,intermediate system,B41,0.5
intermediate connection,connection,G04,0.5
intermediate connection,connection portion,G04,0.5
intermediate connection,connection structure,G04,0.5
intermediate connection,input connection,G04,0.5
intermediate connection,intermediate arrangement,G04,0.5
intermediate connection,intermediate junction,G04,0.5
intermediate connection,output connection,G04,0.5
intermediate connection,output junction,G04,0.5
intermediate connection,plug connection terminals,G04,0.5
intermediate connection,power connection,G04,0.5
intermediate connection,series connection module,G04,0.5
intermediate connection,wire connection,G04,0.5
intermediate speed,intermediate speed control,D01,0.5
intermediate speed,intermediate speed ratio,D01,0.5
intermediate speed,speed,D01,0.5
intermediate speed,fan,F02,0.5
intermediate speed,intermediate idle,F02,0.5
intermediate speed,intermediate throttle,F02,0.5
intermediate speed,motor,F02,0.5
intermediate speed,speed range,F02,0.5
intermediate speed,speed system,F02,0.5
intermediate speed,torque,F02,0.5
intermediate speed,mode speed,F16,0.5
intermediate speed,rate of speed,F16,0.5
intermediate speed,reverse speed,F16,0.5
intermediate speed,speed,F16,0.5
intermediate speed,torque speed,F16,0.5
intermediate speed,extremely slow speed,H04,0.5
intermediate speed,high speed,H04,0.5
intermediate speed,intermediate slow speed,H04,0.5
intermediate speed,intermediate speed ratio,H04,0.5
intermediate speed,line speed,H04,0.5
intermediate speed,slow speed,H04,0.5
intruder detection,detecting authentication,B60,0.5
intruder detection,detection,B60,0.5
intruder detection,detection authentication,B60,0.5
intruder detection,detection operation,B60,0.5
intruder detection,detection system,B60,0.5
intruder detection,infrared intruder detection,B60,0.5
intruder detection,intruder alarm system,B60,0.5
intruder detection,intruder detection process,B60,0.5
intruder detection,intruder operation,B60,0.5
intruder detection,intrusion detection system,B60,0.5
intruder detection,potential intruders,B60,0.5
intruder detection,burglar sensor,F41,0.5
intruder detection,intruder detection system,F41,0.5
intruder detection,abnormality detection,G08,0.5
intruder detection,abnormality processing,G08,0.5
intruder detection,access control,G08,0.5
intruder detection,access management,G08,0.5
intruder detection,analysis,G08,0.5
intruder detection,authentication,G08,0.5
intruder detection,electronic fraud detection,G08,0.5
intruder detection,electronic fraud processing,G08,0.5
intruder detection,electronic information detection,G08,0.5
intruder detection,electronic information processing,G08,0.5
intruder detection,information detection,G08,0.5
intruder detection,information processing,G08,0.5
intruder detection,intrusion fraud detection,G08,0.5
intruder detection,intrusion fraud processing,G08,0.5
intruder detection,intrusion information detection,G08,0.5
invertebrate,caribbean reef squid,A01,0.5
invertebrate,chrysaora fuscescens,A01,0.5
invertebrate,drosophila melanogaster,A01,0.5
invertebrate,invertebrate pest,A01,0.5
invertebrate,marine invertebrates,A01,0.5
invertebrate,invertebrate cells,A23,0.5
invertebrate,shellfish,A23,0.5
invertebrate,drosophila,A61,0.5
invertebrate,invertebrate pests,A61,0.5
invertebrate,insect,C12,0.5
invertebrate,insect eukaryote,C12,0.5
invertebrate,insect invertebrate,C12,0.5
invertebrate,invertebrate eukaryote,C12,0.5
invertebrate,invertebrate insect,C12,0.5
invertebrate,invertebrate pest,C12,0.5
invertebrate,invertebrate pests,C12,0.5
invertebrate,chemical communication in invertebrates,G16,0.5
invertebrate,contacting the invertebrate,G16,0.5
invertebrate,contacting the spineless,G16,0.5
invertebrate,control invertebrate pests,G16,0.5
invertebrate,marine invertebrate communication,G16,0.5
invertebrate,pheromones in invertebrates,G16,0.5
invertebrate,testable invertebrate animal,G16,0.5
invertebrate,testable non skeletal creature animal,G16,0.5
involve etherification,alcohol to ether formation,C07,0.5
involve etherification,etherification,C07,0.5
involve etherification,etherification catalyst,C07,0.5
involve etherification,etherification zone,C07,0.5
involve etherification,reaction between alcohols,C07,0.5
involve etherification,reaction between roh molecules,C07,0.5
involve etherification,reductive etherification,C07,0.5
involve etherification,williamson ether synthesis,C07,0.5
inward travel,axial movement,G09,0.5
inward travel,axial travel,G09,0.5
inward travel,inner flow,G09,0.5
inward travel,inserting movement,G09,0.5
inward travel,insertion action,G09,0.5
inward travel,insertion depth,G09,0.5
inward travel,insertion motion,G09,0.5
inward travel,insertion movement,G09,0.5
inward travel,insertion travel,G09,0.5
inward travel,limit inward travel,G09,0.5
inward travel,movement,G09,0.5
inward travel,push in movement,G09,0.5
inward travel,travel,G09,0.5
issued patent,legal rights,F23,0.5
issued patent,patent,F23,0.5
kalanchoe plant,crassulaceae,A01,0.5
kalanchoe plant,cultivar,A01,0.5
kalanchoe plant,cultivar of kalanchoe,A01,0.5
kalanchoe plant,cultivar of plant,A01,0.5
kalanchoe plant,cultivar plant,A01,0.5
kalanchoe plant,cultivar plant kalanchoe,A01,0.5
kalanchoe plant,eudicots,A01,0.5
kalanchoe plant,kalanchoe luciae,A01,0.5
kalanchoe plant,plant,A01,0.5
kalanchoe plant,saxifragales,A01,0.5
kalanchoe plant,thick leaved succulents,A01,0.5
kalanchoe plant,tropical succulent plant,A01,0.5
kalanchoe plant,variety of kalanchoe,A01,0.5
kalanchoe plant,variety of plant,A01,0.5
kalanchoe plant,variety plant,A01,0.5
kalanchoe plant,variety plant kalanchoe,A01,0.5
key arm,arresting notch,G09,0.5
key arm,channel shaped arm,G09,0.5
key arm,fastening key,G09,0.5
key arm,sliding bow,G09,0.5
key arm,spring arm,G09,0.5
key arm,longitudinal arm,G10,0.5
key arm,vertical arm,G10,0.5
key arm,arm projection,H04,0.5
key arm,automatic keying circuits,H04,0.5
key arm,key groove,H04,0.5
key arm,key structure,H04,0.5
key arm,knife edges,H04,0.5
key arm,telegraph keys,H04,0.5
key recesses,arm projection,H01,0.5
key recesses,interlock projections,H01,0.5
key recesses,key groove,H01,0.5
key recesses,key holes,H01,0.5
key recesses,key slots,H01,0.5
key recesses,key structure,H01,0.5
key recesses,keyways,H01,0.5
key recesses,modified curves,H01,0.5
key recesses,recesses,H01,0.5
killed,inactivated,C12,0.5
killed,shock killed,C12,0.5
killed,cold killing,G02,0.5
killed,heat killed,G02,0.5
killed,heat killing,G02,0.5
killed,killed bacteria,G02,0.5
killed,killed cells,G02,0.5
killed,killed defects,G02,0.5
killed,killed is a cancer cell,G02,0.5
killed,whole killed viral vaccines,G02,0.5
kraft cooking,alkali processes,C01,0.5
kraft cooking,alkali smelting,C01,0.5
kraft cooking,alkali smelting processes,C01,0.5
kraft cooking,alkaline kraft cooking,C01,0.5
kraft cooking,alkaline smelting,C01,0.5
kraft cooking,alkaline smelting processes,C01,0.5
kraft cooking,chemical pulping,C01,0.5
kraft cooking,cooking liquor,C01,0.5
kraft cooking,digesting wood,C01,0.5
kraft cooking,kraft pulp cooking,C01,0.5
kraft cooking,mcc,C01,0.5
kraft cooking,pulp cellulose materials,C01,0.5
kraft cooking,pulp digestion,C01,0.5
kraft cooking,pulping,C01,0.5
kraft cooking,white liquor,C01,0.5
kraft cooking,bleached kraft pulp,D21,0.5
kraft cooking,cooking,D21,0.5
kraft cooking,cooking process,D21,0.5
kraft cooking,cooking step,D21,0.5
kraft cooking,kraft,D21,0.5
kraft cooking,kraft board,D21,0.5
kraft cooking,kraft cooking liquor,D21,0.5
kraft cooking,kraft paper,D21,0.5
kraft cooking,kraft process,D21,0.5
kraft cooking,kraft processes,D21,0.5
kraft cooking,kraft pulp,D21,0.5
kraft cooking,kraft step,D21,0.5
kraft cooking,northern softwood kraft,D21,0.5
kraft cooking,pulping,D21,0.5
kraft cooking,sulfate process,D21,0.5
kraft cooking,sulfite processes,D21,0.5
kraft cooking,sulphate,D21,0.5
labeled ligand,fluorescent ligands,C07,0.5
labeled ligand,inventive estrogen label,C07,0.5
labeled ligand,inventive estrogen receptor,C07,0.5
labeled ligand,inventive labeled receptor,C07,0.5
labeled ligand,inventive ligand receptor,C07,0.5
labeled ligand,labeled ligand receptor,C07,0.5
labeled ligand,labeled receptor,C07,0.5
labeled ligand,labeled substance,C07,0.5
labeled ligand,ligand,C07,0.5
labeled ligand,ligand receptor,C07,0.5
labeled ligand,ligands,C07,0.5
labeled ligand,test compound,C07,0.5
labeled ligand,test substance,C07,0.5
laminated wall,cladded wall,C03,0.5
laminated wall,coated wall,C03,0.5
laminated wall,impact resistant sheet layered wall,C03,0.5
laminated wall,laminated building part,C03,0.5
laminated wall,laminated panel,C03,0.5
laminated wall,multi layered wall,C03,0.5
laminated wall,painted wall,C03,0.5
laminated wall,varnished wall,C03,0.5
laminated wall,extruded inner layer,G06,0.5
laminated wall,impervious plastic wall,G06,0.5
laminated wall,inner structural layer,G06,0.5
laminated wall,multilayer wall structure,G06,0.5
laminated wall,paper,G06,0.5
